,school_name,school_addr,latitude,longitude
262,서초중학교,서울특별시 서초구 반포대로13길 48,37.485412200000006,127.00870819999999
263,언남중학교,서울특별시 서초구 동산로 55,37.4724059,127.04441159999999
264,신동중학교,서울특별시 서초구 나루터로 27,37.5167005,127.0129459
265,세화여자중학교,서울특별시 서초구 신반포로 56-7,37.5018559,126.9922636
266,동덕여자중학교,서울특별시 서초구 효령로2길 123-5,37.4759144,126.9927567
267,서문여자중학교,서울특별시 서초구 동광로12길 84,37.488574299999996,126.985083
268,언북중학교,서울특별시 강남구 도산대로38길 27,37.51928,127.033073
269,신사중학교,서울특별시 강남구 압구정로 123,37.524707899999996,127.02115
270,대왕중학교,서울특별시 강남구 광평로20길 7,37.483438,127.0873271
271,대청중학교,서울특별시 강남구 양재천로 321,37.4905203,127.0583895
272,구룡중학교,서울특별시 강남구 선릉로 103,37.4862777,127.0560795
273,대명중학교,서울특별시 강남구 역삼로87길 26,37.5063402,127.06089740000002
274,대치중학교,서울특별시 강남구 남부순환로378길 39,37.4845654,127.0472825
275,도곡중학교,서울특별시 강남구 언주로57길 31,37.4923472,127.0450882
276,언주중학교,서울특별시 강남구 선릉로116길 57,37.5146544194,127.04668347200001
277,봉은중학교,서울특별시 강남구 영동대로128길 59,37.5189411,127.0621196
278,수서중학교,서울특별시 강남구 광평로59길 57,37.491065500000005,127.1023885
279,신구중학교,서울특별시 강남구 압구정로36길 17,37.5273302,127.0322082
280,압구정중학교,서울특별시 강남구 압구정로 225,37.530210499999995,127.03295990000002
281,역삼중학교,서울특별시 강남구 도곡로43길 10,37.49564470000001,127.0490787
282,청담중학교,서울특별시 강남구 압구정로61길 36,37.5285802,127.04543319999999
283,개원중학교,서울특별시 강남구 영동대로 101,37.4918658,127.071402
284,휘문중학교,서울특별시 강남구 역삼로 541,37.504951,127.0620662
285,단국대학교사범대학부속중학교,서울특별시 강남구 도곡로64길 21,37.4953357,127.0564936
286,중동중학교,서울특별시 강남구 일원로8길 37,37.488319,127.07862069999999
287,숙명여자중학교,서울특별시 강남구 남부순환로 2807,37.4907295,127.0533366
288,진선여자중학교,서울특별시 강남구 선릉로85길 27,37.501754,127.04763870000001
289,은성중학교,서울특별시 강남구 남부순환로359길 36,37.4879414,127.03592520000001
290,강남중학교,서울특별시 동작구 대방동15길 29,37.502763530799996,126.9233450354
291,상현중학교,서울특별시 동작구 사당로2길 2-19,37.4939896,126.9603553
292,국사봉중학교,서울특별시 동작구 양녕로20길 20,37.493573600000005,126.94410459999999
293,동작중학교,서울특별시 동작구 동작대로39가길 83,37.4949969,126.9772383
294,상도중학교,서울특별시 동작구 사당로2가길 72,37.4908204,126.961525
295,영등포중학교,서울특별시 동작구 등용로8길 5,37.509055784,126.9347348859
296,사당중학교,서울특별시 동작구 사당로9가길 58,37.487614799999996,126.96886950000001
297,남성중학교,서울특별시 동작구 남부순환로269길 166,37.47898920000001,126.972489
298,장승중학교,서울특별시 동작구 장승배기로10가길 25,37.5031484029,126.94083355209999
299,강현중학교,서울특별시 동작구 상도로13라길 22,37.5032309,126.9314655
300,문창중학교,서울특별시 동작구 여의대방로22나길 40,37.4958029,126.921645
301,대방중학교,서울특별시 동작구 여의대방로10길 24,37.495293200000006,126.91376399999999
302,동양중학교,서울특별시 동작구 흑석로9길 94,37.5101255,126.9562366
303,성남중학교,서울특별시 동작구 대방동길 74,37.5052812132,126.9266132428
304,숭의여자중학교,서울특별시 동작구 여의대방로36길 79,37.5073276,126.9292344
305,중앙대학교사범대학부속중학교,서울특별시 동작구 서달로 124,37.5036291488,126.9617331443
306,봉림중학교,서울특별시 관악구 장군봉길 72,37.4806354,126.93815749999999
307,당곡중학교,서울특별시 관악구 봉천로13길 101,37.491935299999994,126.9330422
308,구암중학교,서울특별시 관악구 성현로 53,37.4925845,126.9485751
309,봉원중학교,서울특별시 관악구 관악로24가길 15,37.4840797,126.95836070000001
310,관악중학교,서울특별시 관악구 남부순환로237길 60,37.4808692,126.96185249999999
311,인헌중학교,서울특별시 관악구 인헌9길 35,37.4729052,126.96958719999999
312,신관중학교,서울특별시 관악구 신림로48길 17-16,37.479929,126.9344578
313,신림중학교,서울특별시 관악구 신림로 40,37.470538399999995,126.9453094
314,삼성중학교,서울특별시 관악구 신림로3가길 39-24,37.4673643,126.94282520000002
315,난우중학교,서울특별시 관악구 난곡로16길 32,37.466680700000005,126.9228102
316,미성중학교,서울특별시 관악구 문성로16길 40,37.4754058,126.9122182
317,남서울중학교,서울특별시 관악구 남부순환로172길 97,37.482136157,126.92103702200001
318,남강중학교,서울특별시 관악구 난곡로34길 80,37.4719974,126.92474729999999
319,서울문영여자중학교,서울특별시 관악구 관악로 85,37.4731302,126.95132930000001
320,광신중학교,서울특별시 관악구 광신길 141,37.465141100000004,126.9256312
321,성보중학교,서울특별시 관악구 남부순환로156길 39,37.4801177,126.92079469999999
322,무학중학교,서울특별시 성동구 행당로 120,37.5576838956,127.0319746925
